occupation_construction_rate,occupation_public_rate,occupation_education_rate,occupation_manufacturing_rate,occupation_arts_rate,travel_time_average,travel_time_less_than_10_rate,travel_time_10_19_rate,travel_time_20_29_rate,travel_time_30_39_rate,travel_time_40_59_rate,travel_time_60_89_rate,incentive_nonresidential_state_level,feedin_tariff,sales_tax,cooling_design_temperature,heating_fuel_gas_rate,heating_fuel_electricity_rate,heating_fuel_fuel_oil_kerosene_rate,heating_fuel_coal_coke_rate,electricity_consume_commercial,electricity_consume_industrial,electricity_consume_total,diversity,age_18_24_rate,age_25_34_rate,age_more_than_85_rate,age_75_84_rate,household_count,housing_unit_count,housing_unit_occupied_count,education_college_rate,race_white_rate,race_black_africa_rate,race_asian_rate,earth_temperature_amplitude,relative_humidity,atmospheric_pressure,elevation,total_area,land_area,number_of_solar_system_per_household,solar_panel_area_divided_by_area,solar_panel_area_per_capita
0.054692775,0.002700878,0.155300473,0.069547603,0.125590817,27,0.139896373,0.238341969,0.207253886,0.116950407,0.207994078,0.080680977,3,0,0,29.61,0.733962264,0.261320755,0,0.004716981,7005,129459,137586,0.372906768,0.064267352,0.111182519,0.019922879,0.03374036,1060,1076,1060,0.231638418,0.779884319,0.013174807,0.11503856,17,0.682,97.7,357,3.148012,3.133544,0.006603774,49.08970507,0.04965777
0.090672451,0.047288503,0.157483731,0.179609544,0.082429501,31,0.077540107,0.371657754,0.121657754,0.159982175,0.191622103,0.039215686,3,0,0,30.83,0.261428571,0.67952381,0,0.050952381,7005,129459,137586,0.425574714,0.038096974,0.113014947,0.007109005,0.049216187,2100,2304,2100,0.281867145,0.715822093,0.247721473,0.000364564,17.02,0.668,100,157,72.39929,71.21114,0,0,0
0.204851752,0.042228212,0.160826595,0.068283917,0.063791554,31,0.051823417,0.300383877,0.154510557,0.223608445,0.169865643,0.082533589,3,0,0,30.83,0.223725286,0.715920916,0.021852237,0.030176899,7005,129459,137586,0.192773734,0.062063296,0.144677353,0.00945335,0.050965886,961,1091,961,0.336432307,0.893136046,0.097410604,0.004110152,17.02,0.668,100,157,111.1976,104.4507,0.001040583,0.218941427,0.010006478
0.090953072,0.042089985,0.240928882,0.224963716,0.11369134,21,0.190702588,0.358161648,0.145800317,0.165874274,0.125198098,0.00792393,3,0,0,30.83,0.41123819,0.58876181,0,0,7005,129459,137586,0.511759073,0.09887218,0.104135338,0.006954887,0.043421053,2011,2207,2011,0.182952816,0.408646617,0.566353383,0,17.02,0.668,100,157,18.43489,18.21718,0.001491795,5.705510457,0.019770763
0.136363636,0.081339713,0.163476874,0.189792663,0.027910686,25,0.208436725,0.320099256,0.099255583,0.191066998,0.107526882,0.06120761,3,0,0,30.83,0.464919044,0.525057826,0.01002313,0,7005,129459,137586,0.495810177,0.079545455,0.109848485,0.007891414,0.060921717,1297,1442,1297,0.210786517,0.454229798,0.545770202,0,17.02,0.668,100,157,18.66754,18.4373,0,0,0
0.053968254,0.017142857,0.194285714,0.200634921,0.048888889,22,0.202079272,0.361273554,0.079922027,0.129304743,0.190383366,0.037037037,3,0,0,30.83,0.545402951,0.440976163,0.013620885,0,7005,129459,137586,0.508204271,0.123864734,0.126376812,0.024927536,0.04115942,1762,2227,1762,0.221221865,0.471497585,0.519033816,0,17.02,0.668,100,157,45.68852,45.14452,0.000567537,0.298178905,0.002632532
0.076393668,0.021335169,0.224363386,0.12973159,0.069511356,32,0.064358299,0.152803914,0.234851336,0.306360557,0.148287542,0.031990967,3,0,0,29.3,0.265217391,0.714009662,0,0.010144928,7005,129459,137586,0.074568947,0.058047977,0.125801135,0.004761033,0.031312946,2070,2238,2070,0.367183324,0.961545504,0.02728438,0.010803882,17.17,0.685,97.4,381,33.07819,32.83763,0.001449275,2.23771509,0.013554214
0.076998051,0.026965562,0.256335283,0.110461339,0.061403509,34,0.036016171,0.137816979,0.179713341,0.386255053,0.153252481,0.06615215,3,0,0,29.3,0.305084746,0.677495292,0.006120527,0.009887006,7005,129459,137586,0.142181837,0.090660527,0.085767736,0.005036696,0.0385667,2124,2198,2124,0.318294609,0.9254569,0.017124766,0.018132105,17.17,0.685,97.4,381,22.22106,21.96684,0.001883239,5.496807587,0.017577334
0.099712762,0.051292573,0.124333197,0.128436602,0.072630283,33,0.01741849,0.227333631,0.228673515,0.196516302,0.207235373,0.092451987,3,0,0,29.3,0.160820291,0.821910416,0.00701565,0.006475985,7005,129459,137586,0.181223368,0.061925763,0.168871738,0.008636531,0.030135979,1853,2060,1853,0.306200561,0.903160603,0.044468945,0.018926865,17.17,0.685,97.4,381,18.22898,18.13946,0.000539665,0.703551664,0.002356676
0.062252964,0.050395257,0.134881423,0.152173913,0.048418972,29,0.083981337,0.250907206,0.198548471,0.208398134,0.194919647,0.044582685,3,0,0,29.3,0.248655111,0.659892409,0.005977286,0.070531978,7005,129459,137586,0.193362788,0.095829992,0.125902165,0.005412991,0.062951083,1673,1874,1673,0.189100655,0.895148356,0.026263031,0.06776263,17.17,0.685,97.4,381,56.88062,56.34708,0.000597729,0.117721328,0.001342434
0.057082452,0.040697674,0.24577167,0.134778013,0.051268499,28,0.08497807,0.30372807,0.137609649,0.294407895,0.097587719,0.049890351,3,0,0,29.3,0.405885619,0.564686285,0,0.025541366,7005,129459,137586,0.274830131,0.057300509,0.140280136,0.018463497,0.042020374,1801,1934,1801,0.325192802,0.847198642,0.071095076,0.014006791,17.17,0.685,97.4,381,24.8925,24.64579,0,0,0
0.063521719,0.040635217,0.226996731,0.177020084,0.060252219,29,0.038404727,0.23338257,0.33136386,0.183653373,0.118660758,0.042343673,3,0,0,29.3,0.132236095,0.811010216,0,0.038024972,7005,129459,137586,0.101417226,0.082575758,0.097159091,0.003598485,0.033712121,1762,2209,1762,0.199537305,0.947159091,0.0375,0.004545455,17.17,0.685,97.4,381,43.90741,43.32169,0.003405221,4.610835542,0.038342774
0.114193375,0.047131699,0.196337194,0.165634258,0.077026663,30,0.068501003,0.266265406,0.22527945,0.196044712,0.120091717,0.081112066,3,0,0,29.3,0.172108844,0.77585034,0.009863946,0.037414966,7005,129459,137586,0.243494349,0.097985661,0.111073176,0.00887675,0.013542734,2940,3533,2940,0.251753156,0.861272334,0.120746557,0.004552179,17.17,0.685,97.4,381,61.31276,60.77928,0,0,0
0.049707602,0.054093567,0.230994152,0.138888889,0.06871345,38,0.059748428,0.179245283,0.110062893,0.232704403,0.261006289,0.089622642,3,0,0,29.3,0.220532319,0.746514575,0,0.021546261,7005,129459,137586,0.261642124,0.070277529,0.15129812,0.036257833,0.056401074,789,873,789,0.34026465,0.84691137,0.145031334,0.008057296,17.17,0.685,97.4,381,19.66764,19.5516,0.003802281,1.908780824,0.016804483
0.054525386,0.049668874,0.233995585,0.137748344,0.063576159,31,0.052967605,0.22700402,0.204303618,0.233388508,0.199337905,0.040908016,3,0,0,29.3,0.13193658,0.857587769,0,0.001415629,7005,129459,137586,0.234116555,0.067782685,0.107630687,0.006162062,0.034918353,3532,3803,3532,0.322106943,0.871726404,0.066550272,0.032761631,17.17,0.685,97.4,381,27.41802,26.98883,0.001132503,2.257708601,0.006357389
0.068522484,0.059957173,0.190578158,0.055674518,0.022840828,34,0.040470935,0.161147903,0.162619573,0.232523915,0.261221486,0.125827815,3,0,0,29.3,0.123352166,0.859698682,0,0.016949153,7005,129459,137586,0.22336915,0.064332735,0.108318372,0.022441652,0.035008977,1062,1172,1062,0.382159624,0.873728306,0.114602035,0,17.17,0.685,97.4,381,16.76324,16.55251,0,0,0
0.0565937,0.07741591,0.111051789,0.21890016,0.202883075,25,0.199567334,0.339102217,0.100054083,0.12763656,0.157923202,0.049756625,3,0,0,29.3,0.405686546,0.574895978,0,0.019417476,7005,129459,137586,0.393021617,0.114750446,0.174688057,0.022058824,0.045677362,1442,1862,1442,0.252487136,0.755347594,0.188057041,0.00557041,17.17,0.685,97.4,381,18.7289,18.53223,0,0,0
0.013285024,0.024154589,0.393719807,0.050724638,0.019323671,14,0.327586207,0.497536946,0.0591133,0.062807882,0.032019704,0.016009852,3,0,0,30.83,0.558408216,0.432605905,0,0,7005,129459,137586,0.178192647,0.074174337,0.133730374,0.033567948,0.064428803,779,874,779,0.222222222,0.904168923,0.055224689,0.034650785,17.02,0.668,100,157,0.8254892,0.7963933,0.001283697,33.3230202,0.014893229
0.030251142,0.095890411,0.434360731,0.011415525,0.051369863,15,0.264584561,0.535651149,0.045963465,0.131997643,0.012374779,0.009428403,3,0,0,30.83,0.556579621,0.443420379,0,0,7005,129459,137586,0.529693698,0.085906664,0.186905038,0.035059206,0.046900395,1953,2322,1953,0.340858506,0.490596703,0.478523334,0.006501045,17.02,0.668,100,157,1.434266,1.434266,0.000512033,8.446059498,0.002812606
0.038888889,0.040277778,0.248611111,0.052777778,0.138888889,18,0.110169492,0.538135593,0.146892655,0.146892655,0.032485876,0.025423729,3,0,0,30.83,0.561717352,0.438282648,0,0,7005,129459,137586,0.534871679,0.115262825,0.18239392,0.018999367,0.047498417,559,738,559,0.302922941,0.458518049,0.504116529,0,17.02,0.668,100,157,0.7303907,0.720745,0,0,0
0.071078431,0,0.291666667,0.078431373,0.183823529,19,0.096590909,0.519886364,0.267045455,0.085227273,0.002840909,0.028409091,3,0,0,30.87,0.546783626,0.445906433,0,0,7005,129459,137586,0.12597901,0.094652406,0.08342246,0.044385027,0.047058824,684,1007,684,0.189734189,0.043850267,0.93368984,0,16.63,0.681,100.6,102,0.5079757,0.5079757,0,0,0
0.070518653,0.044585987,0.134212921,0.143312102,0.103730664,20,0.015461573,0.524329241,0.275125057,0.127330605,0.038653934,0.00636653,3,0,0,30.83,0.221837755,0.76201461,0.006535948,0.009611688,7005,129459,137586,0.448653801,0.086084413,0.141941775,0.011004318,0.032873659,2601,3127,2601,0.338987474,0.307563728,0.675720852,0.002368018,17.02,0.668,100,157,5.115285,5.085029,0.001922338,25.30237766,0.018028816
0.037336815,0.12767624,0.326370757,0.083028721,0.097127937,22,0.029997414,0.425911559,0.275665891,0.185932247,0.058960434,0.020429273,3,0,0,30.83,0.636195411,0.363804589,0,0,7005,129459,137586,0.344083263,0.09898041,0.13712911,0.002520335,0.012601673,2702,2931,2702,0.460069444,0.113300493,0.800779012,0.011570627,17.02,0.668,100,157,4.651359,4.617825,0.000740192,3.258748028,0.001736465
0.048869438,0.035740336,0.331874544,0.080962801,0.027716995,17,0.259370315,0.485007496,0.137181409,0.037481259,0.046476762,0.011244378,3,0,0,30.83,0.425460637,0.565605807,0,0,7005,129459,137586,0.539424898,0.083248473,0.160386965,0.021639511,0.08604888,1791,2312,1791,0.23777933,0.54404277,0.402749491,0.048625255,17.02,0.668,100,157,1.876077,1.861406,0,0,0
0.02892562,0.050964187,0.308539945,0.02892562,0.289256198,13,0.316816817,0.545045045,0.07957958,0,0.058558559,0,3,0,0,30.87,0.387988561,0.612011439,0,0,7005,129459,137586,0.554784515,0.072376874,0.154175589,0.007280514,0.032119914,1049,1368,1049,0.24300112,0.408137045,0.52633833,0.023982869,16.63,0.681,100.6,102,1.092447,0.9323499,0.001906578,40.66981995,0.019027676
0.079710145,0.053140097,0.057971014,0.11352657,0.27294686,29,0.030456853,0.459390863,0.200507614,0.083756345,0.02284264,0.152284264,3,0,0,30.87,0.449411765,0.541176471,0,0,7005,129459,137586,0.474198609,0.09494324,0.103199174,0.005159959,0.027863777,425,749,425,0.178873239,0.375644995,0.620227038,0,16.63,0.681,100.6,102,0.6915132,0.6253492,0,0,0
0.077669903,0.090614887,0.258899676,0.061488673,0.300970874,18,0.116504854,0.514563107,0.187702265,0.087378641,0.035598706,0.058252427,3,0,0,30.87,0.36091954,0.63908046,0,0,7005,129459,137586,0.062910529,0.064039409,0.124137931,0.003940887,0.021674877,435,582,435,0.355191257,0.032512315,0.967487685,0,16.63,0.681,100.6,102,0.4787586,0.4787586,0,0,0
0.017045455,0.028409091,0.363636364,0.125,0.159090909,21,0.081395349,0.558139535,0.255813953,0.058139535,0,0.011627907,3,0,0,30.87,0.517361111,0.482638889,0,0,7005,129459,137586,0.127116637,0.118404118,0.114543115,0.064350064,0.041184041,288,637,288,0.065719361,0.068211068,0.931788932,0,16.63,0.681,100.6,102,0.4861671,0.4861671,0.006944444,50.4930708,0.031593397
0.049330085,0.031668697,0.242996346,0.174177832,0.09135201,17,0.059818731,0.66102719,0.164350453,0.074320242,0.03021148,0.009667674,3,0,0,30.83,0.248099891,0.751900109,0,0,7005,129459,137586,0.426181992,0.175948743,0.168309512,0.030310498,0.05101035,1842,2321,1842,0.244610282,0.273780187,0.706012814,0,17.02,0.668,100,157,1.924243,1.924243,0,0,0
0.033472803,0.046025105,0.292289301,0.083682008,0.089061566,21,0.150031387,0.509102323,0.163214062,0.118644068,0.023854363,0,3,0,0,30.83,0.581761006,0.411320755,0,0.002515723,7005,129459,137586,0.367734035,0.052697932,0.148008069,0.018154312,0.051185073,1590,1873,1590,0.242000736,0.769793243,0.197680282,0.009581442,17.02,0.668,100,157,1.484804,1.481138,0,0,0
0.076441974,0.047949965,0.224461432,0.068797776,0.110493398,22,0.097251586,0.518675123,0.163495419,0.086680761,0.064129669,0.051444679,3,0,0,30.83,0.634957463,0.334106729,0,0.025522042,7005,129459,137586,0.386295331,0.1072153,0.227470298,0.007534048,0.037960012,1293,1769,1293,0.362270451,0.766444509,0.145465083,0.014778325,17.02,0.668,100,157,2.766529,2.29321,0,0,0
0.066170026,0.109991236,0.286152498,0.095968449,0.088080631,21,0.102192982,0.520614035,0.229385965,0.053070175,0.058333333,0.003947368,3,0,0,30.83,0.646716102,0.353283898,0,0,7005,129459,137586,0.396796256,0.085405626,0.153281696,0.025886669,0.065226254,1888,2237,1888,0.286695987,0.745209947,0.217081125,0.025071341,17.02,0.668,100,157,1.952872,1.944553,0,0,0
0.022655008,0.104133545,0.269077901,0.06836248,0.188394277,20,0.120628684,0.573280943,0.14302554,0.08172888,0.051866405,0.0043222,3,0,0,30.83,0.300292765,0.681723128,0,0,7005,129459,137586,0.598796844,0.157569721,0.205179283,0,0.028087649,2391,2872,2391,0.395218418,0.514741036,0.356972112,0.047011952,17.02,0.668,100,157,1.61927,1.61927,0,0,0
0.051346801,0.105218855,0.257575758,0.090909091,0.108585859,22,0.062748213,0.482128674,0.247815727,0.047656871,0.090548054,0.069102462,3,0,0,30.83,0.225448335,0.774551665,0,0,7005,129459,137586,0.64017353,0.170593014,0.177497969,0.017059301,0.036555646,1171,1575,1171,0.280750521,0.513809911,0.283103168,0.038180341,17.02,0.668,100,157,1.258536,1.243918,0.000853971,4.179748063,0.002136622
0.080407701,0.097395243,0.291619479,0.065685164,0.07191393,18,0.104214123,0.521640091,0.245444191,0.061503417,0.051822323,0.011958998,3,0,0,30.83,0.510005718,0.479130932,0,0,7005,129459,137586,0.544697829,0.084917007,0.221072889,0.002405581,0.031272552,1749,2091,1749,0.313474195,0.375992302,0.559057012,0.028626413,17.02,0.668,100,157,1.997203,1.985839,0,0,0
0.032405944,0.140847297,0.255295605,0.091843187,0.093423965,21,0.071733171,0.471063052,0.308559245,0.062138288,0.044776119,0.023911057,3,0,0,30.83,0.204143126,0.789453861,0,0,7005,129459,137586,0.574607444,0.148238919,0.203207058,0.016105315,0.026958896,5310,6638,5310,0.285934767,0.424410055,0.492822631,0.037672432,17.02,0.668,100,157,12.52313,12.51036,0.00094162,13.03365756,0.011429325
0.071715433,0.048766495,0.23178428,0.14400459,0.110728629,18,0.133103844,0.441193345,0.337923121,0.047619048,0.025243832,0.01491681,3,0,0,30.83,0.469575201,0.512629162,0.005740528,0,7005,129459,137586,0.320152462,0.080112045,0.235480859,0.013258637,0.04388422,1742,2395,1742,0.196551724,0.192717087,0.801680672,0,17.02,0.668,100,157,2.105679,2.091567,0.000574053,3.422601883,0.001345827
0.035545024,0.007898894,0.356240126,0.048973144,0.133491311,16,0.134661355,0.555378486,0.232669323,0.028685259,0.043027888,0.005577689,3,0,0,30.83,0.478626943,0.498704663,0.005829016,0,7005,129459,137586,0.213299047,0.10909935,0.133936862,0.005106778,0.047585887,1544,1861,1544,0.224123539,0.102831941,0.88091922,0.002089136,17.02,0.668,100,157,1.881423,1.872436,0,0,0
0.033916849,0.076039387,0.252188184,0.102297593,0.14059081,20,0.103579176,0.474511931,0.19143167,0.146420824,0.078091106,0.005965293,3,0,0,30.83,0.388312398,0.605133807,0,0,7005,129459,137586,0.459758998,0.09455063,0.178324522,0.015046767,0.031313542,1831,2091,1831,0.349330722,0.30052867,0.670191135,0.001626678,17.02,0.668,100,157,1.77999,1.77999,0.001092299,27.1430471,0.009823984
0.011932256,0.01578137,0.227482679,0.12047729,0.204003079,17,0.068376068,0.503885004,0.325563326,0.08041958,0.015928516,0.005827506,3,0,0,30.83,0.397163121,0.602836879,0,0,7005,129459,137586,0.373710283,0.087240042,0.157737046,0.011632006,0.053225238,1974,2510,1974,0.2501288,0.186288333,0.768593585,0.025731406,17.02,0.668,100,157,2.616661,2.605948,0,0,0
0.067267684,0.064493759,0.213592233,0.074202497,0.155339806,21,0.026648901,0.511658894,0.268487675,0.129247169,0.039307129,0,3,0,0,30.83,0.466809422,0.526052819,0,0,7005,129459,137586,0.483447377,0.106744186,0.173023256,0.006511628,0.034186047,1401,1664,1401,0.314643001,0.299534884,0.652325581,0,17.02,0.668,100,157,1.340157,1.32922,0,0,0
0.056760204,0.038265306,0.27869898,0.09119898,0.055484694,23,0.018906144,0.422687373,0.272113437,0.157326131,0.102633356,0.011478731,3,0,0,30.83,0.547516861,0.452483139,0,0,7005,129459,137586,0.505427875,0.109723243,0.120499633,0.007837374,0.09453833,1631,1766,1631,0.388674884,0.365662503,0.600293902,0.008082292,17.02,0.668,100,157,1.587723,1.587723,0.000613121,10.3147314,0.004011006
0.075669995,0.015239096,0.255911718,0.132422491,0.067787704,21,0.089764641,0.435139573,0.327312534,0.063492063,0.053639847,0.005473454,3,0,0,30.83,0.562721893,0.417159763,0,0.00295858,7005,129459,137586,0.541381842,0.086165049,0.099110032,0.018001618,0.045307443,1690,1952,1690,0.235179786,0.468446602,0.488268608,0.012742718,17.02,0.668,100,157,2.090595,2.090595,0.001775148,34.43890014,0.01456266
0.057541412,0.025283348,0.234524847,0.149956408,0.136878814,17,0.232686981,0.41920591,0.181902124,0.123730379,0.021237304,0.021237304,3,0,0,30.83,0.333684211,0.654736842,0.003157895,0.008421053,7005,129459,137586,0.486945706,0.150044723,0.174865832,0.009391771,0.033318426,950,1088,950,0.231698895,0.334525939,0.632826476,0,17.02,0.668,100,157,2.894011,2.88493,0.003157895,23.1573512,0.014986053
0.009167842,0.032440056,0.245416079,0.166431594,0.146685472,26,0.017712177,0.411808118,0.294464945,0.132841328,0.095202952,0,3,0,0,30.83,0.609923011,0.365269461,0,0.014542344,7005,129459,137586,0.330762499,0.105297158,0.131459948,0,0.055232558,1169,1237,1169,0.295058824,0.14502584,0.804263566,0,17.02,0.668,100,157,2.077545,2.077545,0,0,0
0.027765338,0.062695925,0.250783699,0.042991491,0.155844156,22,0.104070305,0.378815911,0.241905643,0.192414431,0.048566142,0.018963922,3,0,0,30.87,0.296296296,0.678202793,0,0.017000607,7005,129459,137586,0.542137807,0.112256586,0.138793433,0.007827415,0.021954945,1647,1984,1647,0.351674641,0.395189003,0.548109966,0.00744559,16.63,0.681,100.6,102,11.88025,11.8093,0.001214329,2.018432912,0.004577985
0.001994018,0,0.246261216,0.070787637,0.111665005,20,0.084762866,0.398587286,0.260343088,0.176589304,0.079717457,0,3,0,0,30.83,0.614066727,0.37962128,0,0,7005,129459,137586,0.23526496,0.102546456,0.155540262,0.003097041,0.028561597,1109,1185,1109,0.345132743,0.073296628,0.870612526,0.033723331,17.02,0.668,100,157,1.687426,1.663383,0,0,0
0.034889203,0.103253182,0.310231023,0.145214521,0.124941066,23,0.005819593,0.409796314,0.321047527,0.153249273,0.067895247,0.03443259,3,0,0,30.83,0.725280326,0.274719674,0,0,7005,129459,137586,0.453295647,0.088126649,0.134740545,0.008795075,0.033245383,1962,2255,1962,0.381017505,0.134564644,0.719613017,0.016007036,17.02,0.668,100,157,3.128826,3.128826,0,0,0
0.031287129,0.135049505,0.270891089,0.09980198,0.048712871,26,0.032488114,0.422345483,0.322503962,0.112916006,0.064183835,0.005546751,3,0,0,30.83,0.704872647,0.271317829,0,0.018272425,7005,129459,137586,0.152323782,0.081045537,0.177379582,0.005424955,0.020713464,1806,1885,1806,0.467011996,0.039125432,0.919447641,0.007233273,17.02,0.668,100,157,2.720225,2.720225,0.003322259,83.01308478,0.037122188
0.126567164,0.019104478,0.175522388,0.108059701,0.055522388,21,0.058894231,0.332331731,0.332932692,0.225360577,0.039663462,0.010817308,3,0,0,30.83,0.420142421,0.553916582,0,0.019328586,7005,129459,137586,0.484028293,0.11993383,0.125062035,0.000992556,0.012076096,1966,2191,1966,0.366288493,0.321091811,0.642183623,0.01356493,17.02,0.668,100,157,3.687857,3.652643,0.000508647,0.742297008,0.000452851
0.044591247,0.125516102,0.269199009,0.080099092,0.0776218,21,0.0693153,0.286559594,0.396449704,0.211327134,0.016906171,0.019442096,3,0,0,30.83,0.31166348,0.68833652,0,0,7005,129459,137586,0.500947668,0.143837968,0.100583591,0.000686577,0.022657055,1046,1224,1046,0.392030156,0.293511843,0.641263302,0.016134569,17.02,0.668,100,157,3.947916,3.947916,0.000956023,11.67201518,0.01581879
0.107781537,0.088448526,0.192363461,0.072498792,0.101498308,32,0.042343673,0.097488922,0.269325455,0.333333333,0.208271787,0.027572624,3,0,0,30.83,0.199755651,0.769089798,0.001221747,0.012828345,7005,129459,137586,0.504034086,0.101802147,0.11368865,0.017254601,0.041794479,1637,1888,1637,0.346957041,0.629217791,0.313842025,0.001150307,17.02,0.668,100,157,40.3345,40.25201,0,0,0
0.01884253,0.035666218,0.267833109,0.153432032,0.091520861,32,0.024606972,0.254272044,0.19138756,0.323991798,0.115516063,0.056732741,3,0,0,30.83,0.398283262,0.601716738,0,0,7005,129459,137586,0.57057122,0.103911267,0.173088149,0.006713368,0.014010508,1165,1454,1165,0.434722858,0.528312901,0.381494454,0.026269702,17.02,0.668,100,157,18.9599,18.82241,0,0,0
0.097549909,0.086660617,0.234119782,0.191470054,0.053085299,27,0.017707821,0.217412691,0.297589769,0.29267093,0.139203148,0.031480571,3,0,0,30.87,0.050712251,0.925925926,0,0.023361823,7005,129459,137586,0.329609561,0.114084782,0.145145536,0.007618676,0.038288728,1755,1877,1755,0.330064358,0.803477242,0.153154913,0,16.63,0.681,100.6,102,51.63223,50.63905,0,0,0
0.081277213,0.082728592,0.237300435,0.113207547,0.053701016,24,0.030916452,0.242546927,0.321678322,0.291129923,0.105631211,0.008097166,3,0,0,30.83,0.440106477,0.538598048,0,0.012866016,7005,129459,137586,0.523350967,0.121367997,0.046573057,0.021687752,0.054775476,2254,2425,2254,0.376547378,0.612400945,0.31433338,0.002780481,17.02,0.668,100,157,19.61594,19.52398,0.000443656,1.111609234,0.003031456
0.033333333,0,0.14375,0.1,0.35625,19,0.382022472,0.22247191,0.137078652,0.123595506,0.053932584,0.080898876,3,0,0,30.87,0.100102145,0.88968335,0,0,7005,129459,137586,0.505295776,0.048814505,0.227336123,0.063458856,0.105997211,979,1336,979,0.274733638,0.626917713,0.317294282,0.00348675,16.63,0.681,100.6,102,1.253672,1.141863,0.00102145,22.47569868,0.01964934
0.055258467,0.046791444,0.257575758,0.091800357,0.084670232,19,0.058215962,0.562910798,0.23286385,0.047887324,0.091549296,0.00657277,3,0,0,30.83,0.255535607,0.719329743,0.02513465,0,7005,129459,137586,0.595866893,0.128488811,0.210460146,0.016846869,0.032939402,1671,2221,1671,0.342592593,0.533065124,0.320593412,0.130500377,17.02,0.668,100,157,3.099971,2.822278,0.001196888,27.61618977,0.021526122
0.038779731,0.06204757,0.248190279,0.016028956,0.207859359,16,0.113804004,0.611696523,0.16174921,0.045310854,0.044783983,0.022655427,3,0,0,30.83,0.59122807,0.40877193,0,0,7005,129459,137586,0.248677049,0.111457175,0.092769744,0.03759733,0.068743048,1710,2276,1710,0.243743906,0.858509455,0.118798665,0.009121246,17.02,0.668,100,157,2.306751,2.294899,0,0,0
0.142475987,0.088580576,0.270010672,0.050693703,0.067235859,26,0.041905855,0.370264064,0.281859931,0.16934558,0.042479908,0.076349024,3,0,0,30.83,0.556171983,0.438973648,0,0,7005,129459,137586,0.352428705,0.107624309,0.122651934,0.007071823,0.022320442,1442,1747,1442,0.306789904,0.192265193,0.78121547,0.015690608,17.02,0.668,100,157,1.987634,1.985498,0,0,0
0.035217035,0.008190008,0.258804259,0.110565111,0.152334152,23,0.04323827,0.413063477,0.311867525,0.099356026,0.107635695,0,3,0,0,30.87,0.540507112,0.452690167,0,0,7005,129459,137586,0.151490975,0.102958037,0.143086448,0.019720248,0.053428113,1617,1966,1617,0.235233516,0.046090346,0.919743178,0.001375831,16.63,0.681,100.6,102,29.05814,27.98156,0.001855288,3.666761325,0.024432301
0.015165877,0.042654028,0.271090047,0.036966825,0.207582938,16,0.166019417,0.52815534,0.144660194,0.075728155,0.052427184,0.033009709,3,0,0,30.87,0.588294652,0.407669021,0,0,7005,129459,137586,0.551960347,0.225401256,0.173063503,0.022330775,0.064549895,991,1344,991,0.266594124,0.533147244,0.401953943,0.044312631,16.63,0.681,100.6,102,0.7645893,0.7645893,0.002018163,80.34831315,0.021435262
0.056277056,0.012987013,0.228354978,0.07034632,0.218614719,25,0.058628319,0.490044248,0.261061947,0.095132743,0.026548673,0,3,0,0,30.87,0.478038815,0.507660878,0,0,7005,129459,137586,0.390286821,0.10876494,0.172908367,0,0.033067729,979,1321,979,0.266666667,0.245816733,0.741035857,0.012350598,16.63,0.681,100.6,102,0.943026,0.8947906,0,0,0
0.179144385,0.082887701,0.254010695,0.061497326,0.14973262,21,0.342245989,0.334224599,0.14973262,0.080213904,0.029411765,0,3,0,0,30.87,0.438388626,0.561611374,0,0,7005,129459,137586,0.061566892,0.121676068,0.157131346,0.037066882,0.024979855,422,564,422,0.232335329,0.01369863,0.968573731,0.007252216,16.63,0.681,100.6,102,0.4325897,0.4325897,0,0,0
0.045057162,0.028244788,0.162071284,0.236718225,0.096839274,19,0.172916667,0.493055556,0.138194444,0.086805556,0.071527778,0.010416667,3,0,0,30.61,0.45540201,0.539572864,0,0.005025126,7005,129459,137586,0.543489444,0.090296496,0.153863432,0.015274034,0.05705301,1592,1777,1592,0.262413918,0.36163522,0.568733154,0.02178796,16.77,0.667,99.2,229,3.746915,3.731241,0,0,0
0.031092686,0.035830619,0.223867338,0.298193663,0.064258217,23,0.068459658,0.448655257,0.267726161,0.079156479,0.087713936,0.039425428,3,0,0,31.39,0.076349276,0.886792453,0,0.027643703,7005,129459,137586,0.350012173,0.089490114,0.081611417,0.012189683,0.024973985,2279,2632,2279,0.374080228,0.786085922,0.177047718,0.024676676,16.52,0.667,100,154,47.68309,42.7637,0.000877578,0.503530231,0.003569181
0.034020125,0.023478678,0.224724485,0.298993771,0.0896023,17,0.176470588,0.485421995,0.207672634,0.070076726,0.04859335,0.005626598,3,0,0,30.65,0.454265159,0.542137718,0,0.003597122,7005,129459,137586,0.453728394,0.083920894,0.15322442,0.014789338,0.035425623,1946,2185,1946,0.227548368,0.307136715,0.67205503,0.000859845,16.89,0.671,99.1,237,23.999,23.92685,0.000513875,1.724606156,0.007117596
0.040220152,0.020321761,0.16680779,0.255292125,0.190939881,17,0.213398403,0.515971606,0.135314996,0.054569654,0.049245785,0.02173913,3,0,0,31.13,0.386803185,0.576791809,0,0.033560865,7005,129459,137586,0.611499143,0.14454749,0.119603454,0.007195395,0.032938919,1758,2157,1758,0.316956412,0.456028142,0.418292293,0.027662296,16.4,0.67,100.1,151,28.06787,27.95858,0.000568828,0.400307299,0.001796574
