Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Employment,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy
11.94,-3.91,30.57,0.688921497,0.300073368,0.006603081,0,0.004402054,0,0,121776,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.673202614,0.309368192,0.01016703,0,0,0,0.007262164,129340,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.610556348,0.320256776,0.023537803,0,0,0.009985735,0.035663338,102339,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.453252033,0.463414634,0.058434959,0,0,0.006097561,0.018800813,107448,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.675300063,0.229943146,0.052432091,0,0,0.024005054,0.018319646,114152,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.699566161,0.257049892,0.037960954,0,0,0,0.005422993,73611,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.614457831,0.3708166,0.002677376,0,0.00669344,0,0.005354752,48977,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.576998051,0.423001949,0,0,0,0,0,20313,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.752096925,0.219012116,0.011183597,0,0,0,0.017707363,39766,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.721763085,0.260330579,0.006198347,0,0,0,0.011707989,37167,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.2305026,0.7694974,0,0,0,0,0,34157,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.67257085,0.286437247,0.024797571,0,0,0.004554656,0.011639676,45517,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.680989583,0.24609375,0.048177083,0,0,0,0.024739583,52734,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.628431373,0.342156863,0,0,0,0,0.029411765,80250,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.503422053,0.468441065,0.009885932,0,0,0.0121673,0.00608365,21801,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.866048863,0.107834878,0.0168492,0.00926706,0,0,0,77636,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.695560254,0.266384778,0.038054968,0,0,0,0,62063,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.534934498,0.407751092,0.043122271,0,0.011462882,0.002729258,0,42115,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.888976378,0.062204724,0.044094488,0,0,0,0.004724409,87167,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.752922837,0.137178488,0.102104443,0,0,0.007794232,0,71678,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.908438061,0.091561939,0,0,0,0,0,57472,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.833619211,0.166380789,0,0,0,0,0,60170,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.830100853,0.152055857,0.005430566,0,0,0,0.012412723,60036,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.790816327,0.172193878,0,0,0,0,0.036989796,32794,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.756583173,0.215157354,0.014129737,0,0,0.006422608,0.007707129,39013,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.863041289,0.121852971,0.003021148,0,0,0.004028197,0.008056395,49141,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.406412478,0.583188908,0,0,0,0,0.010398614,32404,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.372034956,0.615480649,0.006242197,0,0,0,0.006242197,24531,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.412329864,0.587670136,0,0,0,0,0,20772,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.7064,0.2736,0,0,0,0,0.02,43657,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.418701299,0.559480519,0,0,0,0.005194805,0.016623377,28681,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.875848691,0.107662464,0.016488846,0,0,0,0,81134,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.7135506,0.27787307,0.008576329,0,0,0,0,52727,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.612771739,0.33423913,0,0,0,0.03125,0.02173913,60574,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.476793249,0.510548523,0,0,0,0,0.012658228,33333,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.727440147,0.272559853,0,0,0,0,0,43626,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.578809107,0.374781086,0.008756567,0,0,0.010507881,0.027145359,24735,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.77954736,0.16680637,0.011735122,0,0,0.041911148,0,60911,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.572327044,0.410691824,0.010062893,0,0,0.006918239,0,35417,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.590929302,0.363272566,0.004001779,0,0,0,0.041796354,69063,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.416058394,0.547445255,0.02189781,0,0,0.01459854,0,35129,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.752018454,0.188004614,0.049596309,0,0,0,0.010380623,68750,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.729253593,0.163189615,0.06351414,0,0,0.019935095,0.024107557,158625,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.521780303,0.388257576,0.054924242,0,0,0.007102273,0.027935606,72346,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.812749004,0.121513944,0.056440903,0,0,0.004648074,0.004648074,112700,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.863607794,0.125078567,0.011313639,0,0,0,0,231542,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.480225989,0.504439064,0.004842615,0,0,0,0.010492333,29542,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.460076046,0.512357414,0,0,0,0.008555133,0.019011407,17159,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.554587689,0.412311266,0.022067364,0,0,0.004645761,0.006387921,53462,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.720330739,0.228599222,0.051070039,0,0,0,0,149265,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.765419616,0.229524772,0.005055612,0,0,0,0,143787,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.660948537,0.318869828,0.00605449,0,0,0.014127144,0,120417,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.521926053,0.450558899,0.018916595,0,0,0.004299226,0.004299226,69190,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.651238592,0.252933507,0.058018253,0,0,0.009778357,0.028031291,27031,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.723723724,0.209009009,0.046246246,0,0,0.014414414,0.006606607,80848,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.840048106,0.138304269,0.021647625,0,0,0,0,84726,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.734693878,0.236239951,0.024118738,0.004947434,0,0,0,65046,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.636070853,0.269726248,0.05394525,0,0,0.006038647,0.034219002,106667,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-3.91,30.57,0.534499514,0.465500486,0,0,0,0,0,35819,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
11.94,-4.74,30.65,0.228202368,0.726587729,0.02583423,0,0,0,0.019375673,90625,12.99,12.01,8.78,9,12.07,841,26932,19852667,19880440
10.35,9.35,29.3,0.014705882,0.971047794,0.007352941,0,0,0,0.006893382,48280,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.047878128,0.940696409,0.004896627,0,0,0,0.006528836,42054,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.030111524,0.966542751,0,0,0,0,0.003345725,36311,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.037946429,0.941964286,0,0,0,0.011160714,0.008928571,40650,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.029589041,0.963287671,0.002739726,0,0,0,0.004383562,33018,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.042352941,0.941176471,0.004444444,0,0,0.006797386,0.005228758,45502,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.066381156,0.933618844,0,0,0,0,0,55948,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.024390244,0.970919325,0,0,0,0,0.004690432,49667,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.098243949,0.88087328,0.001423825,0.013763645,0.002373042,0,0.003322259,50221,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.013717421,0.971193416,0,0,0,0,0.015089163,52083,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.036374846,0.963625154,0,0,0,0,0,33963,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.067600989,0.932399011,0,0,0,0,0,38650,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.148293448,0.851706552,0,0,0,0,0,35058,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.033128834,0.961349693,0,0,0,0,0.005521472,46189,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.004906771,0.989205103,0,0,0,0,0.005888126,37991,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.076030412,0.917166867,0,0,0,0,0.006802721,47961,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.025093433,0.962092899,0,0,0,0,0.012813668,43721,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.35,29.3,0.041218638,0.907706093,0.01702509,0,0,0,0.034050179,26760,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,4.22,30.96,0.050517346,0.927571516,0,0.015216068,0,0,0.00669507,36020,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,6,30.83,0.049905243,0.929879975,0.005053696,0.008843967,0,0.006317119,0,39063,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,4.22,30.96,0.02435312,0.96803653,0,0,0,0,0.00761035,45114,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.198905823,0.782727628,0,0,0,0,0.018366549,47964,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.011960133,0.988039867,0,0,0,0,0,75399,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.041743119,0.935779817,0,0,0,0,0.022477064,33693,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.009690528,0.980931541,0,0.009377931,0,0,0,49266,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.187925697,0.777708978,0,0,0.002786378,0,0.031578947,44510,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.017075564,0.963493621,0,0,0,0,0.019430815,35171,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0,0.990942542,0,0,0,0,0.009057458,56275,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.03051106,0.950419527,0,0,0,0,0.019069413,29917,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.012240553,0.987759447,0,0,0,0,0,35977,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.015533981,0.966019417,0,0,0,0,0.018446602,26447,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.122129946,0.851001466,0.005373718,0,0,0,0.021494871,32905,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.035281147,0.943403161,0,0,0,0,0.021315693,31383,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.111874387,0.87667648,0,0,0,0,0.011449133,44707,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.049140049,0.925798526,0,0,0,0,0.025061425,31998,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.005319149,0.988297872,0,0,0,0,0.006382979,39385,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.01811483,0.973288302,0,0,0,0.001842186,0.006754682,36013,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0,0.982332155,0,0,0,0,0.017667845,43384,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.023756163,0.970865083,0,0,0,0,0.005378754,32291,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.017264276,0.959827357,0,0,0.004316069,0.006640106,0.011952191,55063,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.039404223,0.934577677,0.006221719,0,0,0,0.01979638,42350,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.030952381,0.969047619,0,0,0,0,0,73269,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.00613155,0.988294314,0,0,0,0,0.005574136,43083,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.0113876,0.983762126,0,0.004850274,0,0,0,56907,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.025242718,0.957281553,0,0,0,0,0.017475728,60478,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.014084507,0.985915493,0,0,0,0,0,62500,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.032622334,0.94629862,0,0,0,0,0.021079046,55746,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.017562533,0.966471527,0.010111762,0,0,0,0.005854178,36326,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.008849558,0.96705998,0.008357915,0,0,0.005408063,0.010324484,51071,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.083624709,0.907925408,0,0,0,0,0.008449883,31901,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.160305344,0.839694656,0,0,0,0,0,59940,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.008034145,0.988450916,0,0,0,0,0.003514938,42564,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.019346518,0.97033534,0,0,0,0,0.010318143,53808,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.008983452,0.966903073,0.009456265,0,0,0,0.01465721,46722,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.014874142,0.964530892,0,0.004576659,0,0.005720824,0.010297483,45357,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.74,29.83,0.02828619,0.965058236,0,0,0,0,0.006655574,47463,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.034915439,0.942171304,0,0,0,0,0.022913257,57750,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,8.74,30.26,0.124687031,0.859789685,0,0,0,0,0.015523285,35286,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.031751337,0.95855615,0.009692513,0,0,0,0,48116,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.050632911,0.949367089,0,0,0,0,0,55386,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.04468599,0.95531401,0,0,0,0,0,136250,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.02688172,0.968413978,0,0,0.004704301,0,0,59063,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.037539936,0.94129393,0,0.005191693,0,0,0.015974441,66227,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.028052805,0.919554455,0,0.011138614,0,0,0.041254125,47448,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.052698413,0.947301587,0,0,0,0,0,54159,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.03746303,0.956950378,0,0.001314492,0,0,0.0042721,48121,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.010313531,0.964521452,0,0.00330033,0,0,0.021864686,58852,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.023941855,0.965797349,0,0.002565199,0,0,0.007695596,48354,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.064139942,0.865889213,0,0.044460641,0,0,0.025510204,56442,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,9.61,28.52,0.029745042,0.96388102,0.006373938,0,0,0,0,65152,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,6,30.83,0.132692308,0.852403846,0,0.014903846,0,0,0,33167,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,6,30.83,0.054567502,0.9130962,0,0.022231205,0,0,0.010105093,41719,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,4.22,30.96,0.047945205,0.92260274,0.013013699,0.016438356,0,0,0,40667,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,6,30.83,0.045355588,0.933962264,0.002177068,0.010885341,0,0,0.007619739,48077,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,4.35,30.26,0.112024666,0.855087359,0.005138746,0.023638232,0,0,0.004110997,36875,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,4.35,30.26,0.220671609,0.7400785,0,0.037505451,0,0,0.00174444,32927,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,4.35,30.26,0.031620553,0.92226614,0,0.046113307,0,0,0,37949,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.053905391,0.920792079,0,0,0,0,0.02530253,32917,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.015475313,0.97641857,0,0,0,0,0.008106116,37995,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.005607477,0.988785047,0,0,0,0,0.005607477,50313,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.005242464,0.988204456,0,0,0,0,0.00655308,37135,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.012114537,0.970264317,0,0,0,0,0.017621145,34429,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.017367459,0.945155393,0,0,0.013711152,0,0.023765996,30000,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.016701461,0.973903967,0,0,0,0,0.009394572,38841,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.022727273,0.95,0,0,0,0.004545455,0.022727273,26154,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.009620253,0.961518987,0,0,0,0,0.028860759,31042,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.013253012,0.976506024,0,0,0,0,0.010240964,31474,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0,0.989606533,0,0,0,0,0.010393467,30363,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.036888532,0.956696071,0,0,0,0,0.006415397,44976,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.007295466,0.969775925,0.015633142,0,0,0,0.007295466,34846,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.019277108,0.968674699,0,0,0,0,0.012048193,63281,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.01531589,0.962348437,0,0.005105297,0,0,0.017230377,28196,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.019878997,0.908383751,0,0.012964564,0,0,0.058772688,27599,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
10.35,7.61,30.52,0.014196983,0.985803017,0,0,0,0,0,37105,11.58,9.5,8.22,8.92,10.49,1141,6750,72371,80262
9.66,-2.43,29.61,0.583122363,0.402531646,0,0,0,0,0.014345992,78125,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.606382979,0.389361702,0.004255319,0,0,0,0,90909,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.710344828,0.284482759,0,0,0,0,0.005172414,75536,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.715605749,0.271560575,0.009240246,0,0,0,0.003593429,108646,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.642112125,0.357887875,0,0,0,0,0,61588,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.852745926,0.147254074,0,0,0,0,0,85432,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.876172608,0.118198874,0,0.005628518,0,0,0,109250,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.849964106,0.150035894,0,0,0,0,0,103287,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.720856963,0.274102079,0,0,0,0,0.005040958,105368,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.924065421,0.075934579,0,0,0,0,0,136389,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.911283376,0.088716624,0,0,0,0,0,123491,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.43,29.61,0.733962264,0.261320755,0,0.004716981,0,0,0,98942,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.261428571,0.67952381,0,0.050952381,0,0,0.008095238,43923,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.223725286,0.715920916,0.021852237,0.030176899,0,0,0.008324662,57844,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.41123819,0.58876181,0,0,0,0,0,31362,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.464919044,0.525057826,0.01002313,0,0,0,0,31052,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.545402951,0.440976163,0.013620885,0,0,0,0,26567,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.265217391,0.714009662,0,0.010144928,0,0,0.010628019,58654,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.305084746,0.677495292,0.006120527,0.009887006,0,0,0.001412429,80814,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.160820291,0.821910416,0.00701565,0.006475985,0,0,0.003777658,57767,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.248655111,0.659892409,0.005977286,0.070531978,0,0.009563658,0.005379558,41118,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.405885619,0.564686285,0,0.025541366,0,0,0.00388673,42266,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.132236095,0.811010216,0,0.038024972,0,0,0.018728717,53654,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.172108844,0.77585034,0.009863946,0.037414966,0,0,0.004761905,51218,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.220532319,0.746514575,0,0.021546261,0,0,0.011406844,42404,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.13193658,0.857587769,0,0.001415629,0,0,0.009060023,55440,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.123352166,0.859698682,0,0.016949153,0,0,0,73636,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-2.57,29.3,0.405686546,0.574895978,0,0.019417476,0,0,0,42090,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.558408216,0.432605905,0,0,0,0.008985879,0,72837,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.556579621,0.443420379,0,0,0,0,0,41195,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
9.66,-0.43,30.83,0.561717352,0.438282648,0,0,0,0,0,35762,11.54,9.89,5.87,5.27,9.62,1122,7005,129459,137586
