Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography,Geography
19.06,13,14.3,0.473,5.29,93,3.8,15.8,1786,1987,37.92,-120.432,762,71.33958,9.611183,61.7284
19.06,13,14.3,0.473,5.29,93,3.8,15.8,1786,1987,37.843,-120.493,762,211.2257,16.39392,194.8318
19.79,45,12.4,0.486,5.21,89.5,3.7,13.6,2381,1626,38.019,-120.301,1082,19.056,0.1318041,18.92419
22.33,110,9.8,0.484,5.14,84.4,3.9,11.6,3179,1234,38.193,-119.935,1566,583.7552,8.17892,575.5763
19.79,45,12.4,0.486,5.21,89.5,3.7,13.6,2381,1626,38,-120.366,1082,7.433917,0.01370894,7.420208
19.06,13,14.3,0.473,5.29,93,3.8,15.8,1786,1987,37.936,-120.1,762,151.9112,0.4165822,151.4946
19.06,13,14.3,0.473,5.29,93,3.8,15.8,1786,1987,37.99,-120.4,762,3.652237,0.002118543,3.650118
19.79,45,12.4,0.486,5.21,89.5,3.7,13.6,2381,1626,38.211,-120.194,1082,345.1561,4.689055,340.467
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.982,-122.531,124,0.8583496,0,0.8583496
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.984,-122.55,124,0.9845733,0.000864097,0.9837092
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.982,-122.512,124,2.691205,0.07561618,2.615589
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.986,-122.473,124,5.027138,1.482921,3.544217
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.968,-122.536,124,0.8950057,0,0.8950057
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.961,-122.521,124,1.129511,0,1.129511
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.966,-122.506,124,0.1444845,0.01967693,0.1248075
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.957,-122.501,124,2.527723,1.028846,1.498877
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.976,-122.596,124,3.019972,0,3.019972
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.004,-122.6,270,1.732148,0,1.732148
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.005,-122.585,270,4.010077,0,4.010077
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.978,-122.575,124,0.5450851,0,0.5450851
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.976,-122.566,124,1.070703,0,1.070703
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.964,-122.562,124,1.566223,0,1.566223
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.945,-122.552,124,2.573001,0.01570625,2.557295
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.946,-122.527,124,0.4034042,0.0557408,0.3476634
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.951,-122.524,124,0.7842349,0.003691523,0.7805434
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.937,-122.534,124,1.968344,0.09743134,1.870913
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.925,-122.525,124,1.420671,0.02063369,1.400037
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.935,-122.495,124,4.048816,1.454089,2.594728
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.906,-122.494,124,3.467026,1.188353,2.278673
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.875,-122.448,124,6.921022,2.915666,4.005356
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.17,-122.783,270,205.4564,9.406737,196.0496
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.889,-122.507,124,1.4895,0.5427315,0.9467681
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.911,-122.543,124,2.045602,0,2.045602
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.9,-122.523,124,1.487493,0.165744,1.321749
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.913,-122.558,124,1.730693,0,1.730693
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.87,-122.53,124,3.551607,0,3.551607
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.895,-122.547,124,1.537017,0.01487034,1.522147
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.868,-122.513,124,0.496056,0,0.496056
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.851,-122.488,124,0.5905772,0,0.5905772
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.869,-122.498,124,2.858601,1.952075,0.9065254
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.911,-122.596,124,52.83686,3.414139,49.42272
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.927,-122.671,124,20.73194,4.150796,16.58115
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.083,-122.859,270,137.7305,21.68193,116.0485
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.014,-122.669,270,9.797176,0,9.797176
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.099,-122.538,270,4.090926,0.007868377,4.083057
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.135,-122.543,270,13.43421,0.8511873,12.58302
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.873,-122.466,124,1.697211,1.177638,0.5195731
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.133,-122.591,270,3.686321,0,3.686321
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.006,-122.496,270,5.294281,0.8230432,4.471237
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.027,-122.518,270,5.275008,0.5970634,4.677945
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.099,-122.586,270,1.806027,0,1.806027
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.115,-122.594,270,1.221062,0,1.221062
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.109,-122.571,270,1.050694,0,1.050694
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.113,-122.645,270,15.986,0.18149,15.80451
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.081,-122.562,270,2.304045,0,2.304045
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.091,-122.558,270,0.8283695,0.01662401,0.8117455
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.063,-122.568,270,6.700372,0,6.700372
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.065,-122.504,270,5.192779,1.220673,3.972106
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.057,-122.511,270,3.784848,0.006550996,3.778297
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.041,-122.58,270,7.79274,0,7.79274
18.12,3,16,0.526,4.94,98.5,3.4,17.1,1368,2409,38.016,-122.564,270,2.734161,0,2.734161
9.15,0,15.1,0.624,4.57,100.2,3.7,15.6,1239,1943,37.999,-122.547,124,1.827733,0,1.827733
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.857,-116.519,557,1.211013,0,1.211013
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.938,-117.303,427,2.194052,0,2.194052
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.821,-117.59,427,25.50358,0,25.50358
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.961,-117.329,427,1.090334,0,1.090334
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.951,-117.287,427,1.480043,0,1.480043
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.852,-117.385,427,21.13845,4.210932,16.92752
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.896,-117.204,427,0.8533294,0,0.8533294
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.97,-117.389,427,0.9498797,0,0.9498797
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.973,-117.369,427,1.057088,0,1.057088
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.957,-117.446,427,2.406578,0.02716615,2.379412
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.931,-117.282,427,1.391347,0,1.391347
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.952,-117.41,427,0.7662568,0,0.7662568
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.819,-116.953,557,13.19308,0.1693402,13.02374
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.937,-117.407,427,0.8741998,0,0.8741998
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.89,-117.54,427,0.7230219,0,0.7230219
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.781,-117.066,427,14.76079,0,14.76079
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.574,-116.992,557,105.9512,1.645947,104.3053
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.988,-117.398,427,2.176358,0.2035731,1.972784
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.967,-117.413,427,1.719416,0,1.719416
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.875,-117.211,427,0.7660202,0.02590861,0.7401115
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.983,-116.903,557,16.65618,0,16.65618
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.704,-116.182,557,4.446086,0,4.446086
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.772,-116.564,557,54.41334,0.000446334,54.41289
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.823,-116.43,557,11.06566,0,11.06566
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.809,-116.519,557,1.015856,0.08202084,0.9338352
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.794,-116.537,557,1.002778,0,1.002778
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.78,-116.45,557,0.9926108,0.1370029,0.8556078
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.794,-116.493,557,4.010048,0.000132047,4.009916
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.794,-116.467,557,0.9992336,0.1448304,0.8544032
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.838,-116.502,557,5.026232,0,5.026232
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.852,-116.537,557,1.012054,0,1.012054
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.823,-116.537,557,0.9917915,0,0.9917915
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.772,-116.885,557,15.52983,0.3176814,15.21215
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.942,-117.384,427,1.492111,0,1.492111
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.997,-117.352,427,0.1949534,0,0.1949534
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.994,-117.366,427,0.3844443,0,0.3844443
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.007,-117.366,738,1.336864,0.06752194,1.269343
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.968,-117.355,427,0.7258223,0,0.7258223
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.985,-117.357,427,0.7390818,0,0.7390818
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.98,-117.353,427,0.2151385,0,0.2151385
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.923,-117.358,427,5.327112,0,5.327112
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.938,-117.371,427,1.272322,0,1.272322
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.955,-117.365,427,1.375386,0,1.375386
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.994,-117.443,427,2.227503,0,2.227503
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.953,-117.425,427,0.4744262,0,0.4744262
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.956,-117.389,427,1.118761,0,1.118761
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.99,-117.468,427,2.285566,0.00573632,2.27983
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.93,-117.406,427,0.8919153,0,0.8919153
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.94,-117.418,427,0.8696971,0,0.8696971
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.929,-117.432,427,1.012106,0,1.012106
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.938,-117.442,427,0.9935884,0,0.9935884
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.916,-117.449,427,0.7479548,0,0.7479548
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.927,-117.447,427,0.6717722,0,0.6717722
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.91,-117.409,427,6.213843,0.02997195,6.183871
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.899,-117.439,427,1.641817,0,1.641817
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.91,-117.438,427,0.8709392,0,0.8709392
24.41,3,18.4,0.378,5.26,95,3.9,21.9,1057,3172,33.731,-116.961,557,0.563247,0,0.563247
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.912,-117.602,427,1.082349,0.0419334,1.040416
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.893,-117.556,427,0.9232417,0,0.9232417
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.897,-117.517,427,0.4202193,0,0.4202193
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.893,-117.512,427,0.4891061,0,0.4891061
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.901,-117.213,427,0.3636639,0,0.3636639
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.943,-117.466,427,0.6094429,0,0.6094429
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.924,-117.462,427,0.9979355,0,0.9979355
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.494,-117.212,427,24.64884,0.001383404,24.64746
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.904,-117.47,427,0.5485701,0,0.5485701
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.881,-117.19,427,4.362218,0,4.362218
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.855,-117.548,427,1.048398,0,1.048398
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.019,-117.396,738,5.027523,0.1315995,4.895924
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.021,-117.44,738,3.823718,0,3.823718
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.986,-117.417,427,3.293087,0.2814233,3.011664
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.985,-117.436,427,0.5954124,0,0.5954124
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.994,-117.407,427,0.3622503,0,0.3622503
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.997,-117.422,427,1.297419,0,1.297419
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.007,-117.448,738,1.168513,0,1.168513
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.871,-117.634,427,1.692251,0,1.692251
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.991,-117.493,427,1.961718,0.05475894,1.906959
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.008,-117.478,738,1.975692,0,1.975692
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.019,-117.485,738,3.467992,0,3.467992
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.02,-117.512,738,1.521355,0.03478163,1.486574
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.966,-117.523,427,1.243671,0.09845451,1.145216
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.987,-117.532,427,1.460294,0,1.460294
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.004,-117.548,738,8.24476,0.001839777,8.24292
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.961,-117.589,427,0.9943205,0,0.9943205
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.964,-117.576,427,1.621472,0,1.621472
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.968,-117.554,427,1.32269,0,1.32269
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.941,-117.548,427,1.205354,0.001089194,1.204265
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.944,-117.541,427,1.679937,0.05082533,1.629111
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.905,-117.591,427,0.7780395,0,0.7780395
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.923,-117.537,427,4.842935,0.001423559,4.841511
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.891,-117.528,427,0.6672263,0,0.6672263
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.898,-117.353,427,3.798513,0,3.798513
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.912,-117.487,427,0.8123984,0,0.8123984
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.925,-117.508,427,2.942564,0,2.942564
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.92,-117.5,427,0.3301282,0,0.3301282
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.891,-117.323,427,1.500316,0,1.500316
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.951,-117.464,427,0.1893723,0,0.1893723
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.952,-117.473,427,0.3947505,0,0.3947505
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.949,-117.491,427,0.7133624,0,0.7133624
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.94,-117.487,427,0.9491754,0,0.9491754
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.933,-117.47,427,0.4806061,0,0.4806061
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.933,-117.459,427,0.3319046,0,0.3319046
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.928,-117.485,427,0.8194181,0,0.8194181
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.922,-117.478,427,0.5737042,0,0.5737042
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.897,-117.462,427,0.8829875,0,0.8829875
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.893,-117.488,427,0.6886684,0,0.6886684
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.903,-117.487,427,0.7258524,0,0.7258524
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.91,-117.472,427,0.6234469,0,0.6234469
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.859,-117.488,427,16.31617,0.02074025,16.29543
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.879,-117.532,427,0.7542325,0,0.7542325
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.878,-117.516,427,0.3418927,0,0.3418927
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.886,-117.506,427,0.8271335,0,0.8271335
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.868,-117.576,427,0.5875336,0,0.5875336
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.878,-117.591,427,0.3756762,0,0.3756762
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.877,-117.577,427,0.3535437,0,0.3535437
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.835,-117.585,427,1.165978,0,1.165978
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.848,-117.601,427,0.9317229,0,0.9317229
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.866,-117.593,427,0.6394045,0,0.6394045
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.851,-117.587,427,0.6159326,0,0.6159326
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.86,-117.577,427,0.3902203,0,0.3902203
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.845,-117.572,427,1.207511,0,1.207511
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.842,-117.549,427,1.366724,0,1.366724
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.863,-117.563,427,0.5034008,0,0.5034008
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.865,-117.553,427,0.690402,0,0.690402
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.842,-117.52,427,3.573246,0.2247022,3.348543
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.792,-117.494,427,4.336589,0.02479741,4.311792
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.747,-117.501,427,27.12671,0,27.12671
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.863,-117.619,427,1.488773,0,1.488773
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.871,-117.368,427,4.457263,0,4.457263
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.891,-117.379,427,2.173307,0,2.173307
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.771,-117.419,427,51.7327,0.053457,51.67924
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.859,-117.316,427,4.567258,0,4.567258
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.852,-117.271,427,4.21238,0,4.21238
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.91,-117.317,427,1.037523,0,1.037523
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.896,-117.303,427,1.147806,0,1.147806
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.941,-117.339,427,0.9575481,0,0.9575481
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.941,-117.345,427,0.7430602,0,0.7430602
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.99,-117.333,427,0.5201997,0,0.5201997
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.975,-117.321,427,1.108527,0,1.108527
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.978,-117.297,427,10.36921,0,10.36921
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.936,-117.316,427,1.944463,0,1.944463
25.11,9,17.2,0.367,5.35,93.1,3.8,20.8,1370,2853,34.01,-117.319,738,3.873485,0,3.873485
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.975,-117.486,427,1.886136,0.01077611,1.87536
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.971,-117.462,427,1.04731,0.02043793,1.026872
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.947,-117.205,427,1.14477,0,1.14477
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.948,-117.22,427,0.762324,0,0.762324
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.955,-117.231,427,0.5226005,0,0.5226005
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.968,-117.252,427,0.9217803,0.05353615,0.8682442
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.971,-117.237,427,0.5174352,0,0.5174352
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.983,-117.223,427,19.78658,0,19.78658
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.933,-117.27,427,1.182166,0,1.182166
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.885,-117.235,427,2.015304,0.01602903,1.999275
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.896,-117.239,427,0.492937,0,0.492937
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.919,-117.248,427,0.622555,0,0.622555
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.935,-117.257,427,0.4457874,0,0.4457874
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.934,-117.248,427,0.3790388,0,0.3790388
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.935,-117.244,427,0.5229356,0,0.5229356
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.923,-117.239,427,0.375728,0,0.375728
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.912,-117.213,427,0.362704,0,0.362704
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.912,-117.222,427,0.3864161,0,0.3864161
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.937,-117.226,427,0.367731,0,0.367731
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.836,-117.199,427,13.78877,0.146098,13.64267
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.932,-117.2,427,1.013751,0,1.013751
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.928,-117.191,427,1.927822,0,1.927822
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.871,-117.163,427,17.40596,3.003364,14.4026
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.794,-117.209,427,1.78358,0,1.78358
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.677,-117.255,427,0.9891753,0.1241631,0.8650121
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.803,-117.169,427,10.6302,0.1081013,10.52209
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.774,-117.119,427,13.77921,0,13.77921
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.721,-117.085,427,13.6385,0,13.6385
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.721,-117.115,427,6.439237,0,6.439237
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.729,-117.172,427,3.464869,0,3.464869
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.76,-117.172,427,6.511392,0,6.511392
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.74,-117.217,427,7.952655,0.01047418,7.942181
21.24,0,18.4,0.415,5.13,96.5,4,21.5,889,3192,33.704,-117.224,427,3.147024,0.01551397,3.13151
